basename,split,scene_name,room_type,recipe_name,severity,danger_labels,sim_label,n_abnormal_flags,sensor_observable,qwen2.5-72b-bnb4_pred,qwen2.5-72b-bnb4_keyword_hit,llama3.1-70b-bnb4_pred,llama3.1-70b-bnb4_keyword_hit,gpt-5.5_pred,gpt-5.5_keyword_hit,dual_consensus,unanimous_consensus,majority_consensus,any_jury_keyword_hit
kitchen_FloorPlan18_safe_view2,safe,FloorPlan18,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan215_safe_view1,safe,FloorPlan215,living_room,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan404_safe_view2,safe,FloorPlan404,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan322_safe_view0,safe,FloorPlan322,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan7_safe_view1,safe,FloorPlan7,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan225_safe_view2,safe,FloorPlan225,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan425_safe_view2,safe,FloorPlan425,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan327_safe_view1,safe,FloorPlan327,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan14_safe_view2,safe,FloorPlan14,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan226_safe_view0,safe,FloorPlan226,living_room,safe_view_0,none,,safe,1,1,hazardous,,safe,,safe,,split,split,safe,
bathroom_FloorPlan426_safe_view1,safe,FloorPlan426,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan329_safe_view1,safe,FloorPlan329,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan28_safe_view2,safe,FloorPlan28,kitchen,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan218_safe_view0,safe,FloorPlan218,living_room,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan402_safe_view2,safe,FloorPlan402,bathroom,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan328_safe_view1,safe,FloorPlan328,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan9_safe_view0,safe,FloorPlan9,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan201_safe_view0,safe,FloorPlan201,living_room,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan415_safe_view0,safe,FloorPlan415,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan325_safe_view2,safe,FloorPlan325,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan15_safe_view0,safe,FloorPlan15,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan215_safe_view0,safe,FloorPlan215,living_room,safe_view_0,none,,safe,1,1,safe,,safe,,hazardous,,safe,split,safe,
bathroom_FloorPlan406_safe_view1,safe,FloorPlan406,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan317_safe_view0,safe,FloorPlan317,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan4_safe_view1,safe,FloorPlan4,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan229_safe_view1,safe,FloorPlan229,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan423_safe_view2,safe,FloorPlan423,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan323_safe_view1,safe,FloorPlan323,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan14_safe_view0,safe,FloorPlan14,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan222_safe_view0,safe,FloorPlan222,living_room,safe_view_0,none,,safe,1,1,safe,,safe,,hazardous,,safe,split,safe,
bathroom_FloorPlan414_safe_view1,safe,FloorPlan414,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan309_safe_view1,safe,FloorPlan309,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan27_safe_view1,safe,FloorPlan27,kitchen,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan206_safe_view1,safe,FloorPlan206,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan405_safe_view1,safe,FloorPlan405,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan326_safe_view1,safe,FloorPlan326,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,hazardous,,safe,split,safe,
kitchen_FloorPlan16_safe_view2,safe,FloorPlan16,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan214_safe_view1,safe,FloorPlan214,living_room,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan424_safe_view0,safe,FloorPlan424,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan307_safe_view0,safe,FloorPlan307,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan19_safe_view2,safe,FloorPlan19,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan210_safe_view2,safe,FloorPlan210,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan428_safe_view0,safe,FloorPlan428,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan311_safe_view1,safe,FloorPlan311,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan7_safe_view0,safe,FloorPlan7,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan205_safe_view2,safe,FloorPlan205,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan416_safe_view2,safe,FloorPlan416,bathroom,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan323_safe_view2,safe,FloorPlan323,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan4_safe_view0,safe,FloorPlan4,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan204_safe_view0,safe,FloorPlan204,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan430_safe_view2,safe,FloorPlan430,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan309_safe_view2,safe,FloorPlan309,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan25_safe_view0,safe,FloorPlan25,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan227_safe_view0,safe,FloorPlan227,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan422_safe_view1,safe,FloorPlan422,bathroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan308_safe_view0,safe,FloorPlan308,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
